capacity_share,capacity_by_avg,freq_week,duration,conv_departure,conv_arrival,day_week_1,day_week_3,day_week_6,day_week_2,day_week_4,day_week_5,month_year_2,month_year_3,month_year_4,month_year_5,month_year_6,month_year_10,month_year_11,month_year_12,month_year_7,month_year_8,month_year_9,is_festive,season_2,season_3,season_4,static_pred,train_bk_type_1,book_first2_rate,canc_first2_rate,avg_book_first2_rate,avg_canc_first2_rate,book_rate,canc_rate,avg_book_rate,avg_canc_rate,bulk_book_rate,bulk_canc_rate,avg_bulk_book_rate,avg_bulk_canc_rate,gnwl_ratio,cwl_ratio,br_avg_br,br2_avg_br2,cr_avg_cr,cr2_avg_cr2,bbr_avg_bbr,bcr_avg_bcr,gnwlr_avg_gnwlr,cwlr_avg_cwlr,br_avg_br_k,br2_avg_br2_k,cr_avg_cr_k,cr2_avg_cr2_k,bbr_avg_bbr_k,bcr_avg_bcr_k,gnwlr_avg_gnwl_k,cwlr_avg_cwlr_k,target_k_rac
0.17731277533039647,0.766119687646191,1.0,1.0569410815173528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0547945205479452,0,1,0,0.1829493555671001,0,0.2919254658385093,0.023529411764705882,0.5334502868522119,0.030662009020840368,1.0559006211180124,0.023529411764705882,0.8988075482433264,0.04454033027078197,1.0559006211180124,0.023529411764705882,0.7171779431985206,0.04337782121294653,0.052941176470588235,0.030120481927710843,0.15709307287468602,-0.2415248210137025,-0.021010918506076087,-0.007132597256134486,0.33872267791949184,-0.01984840944824065,0.21069937375161127,0.223804331249332,-0.043479258209925715,-0.11277617726904735,-0.04509281400609723,-0.018658553788143656,0.04025393456461801,-0.036506626792470166,0.032139356620086906,0.06793383308705718,1.0
0.2093628088426528,0.7941540619806893,1.0,0.9873912465962676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.046575342465753435,0,1,0,0.1909675959988706,0,1.105590062111801,0.011235955056179777,0.5334502868522119,0.030662009020840368,1.105590062111801,0.011235955056179777,0.8988075482433264,0.04454033027078197,1.105590062111801,0.011235955056179777,0.7171779431985206,0.04337782121294653,0.09550561797752807,0.08522727272727272,0.20678251386847468,0.5721397752595893,-0.033304375214602194,-0.019426053964660597,0.3884121189132805,-0.032141866156766764,0.25326381525855113,0.2789111220488939,0.006210182783862983,0.7008884190042444,-0.057386270714623336,-0.030952010496669763,0.0899433755584067,-0.04880008350099628,0.07470379812702678,0.12304062388661904,0.93
0.31021194605009633,0.9421575772939972,1.0,0.9873912465962676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04383561643835617,0,1,0,0.19318920174247745,0,0.5527950310559007,0.03954802259887006,0.5334502868522119,0.030662009020840368,1.0993788819875776,0.03954802259887006,0.8988075482433264,0.04454033027078197,1.0993788819875776,0.03954802259887006,0.7171779431985206,0.04337782121294653,0.0903954802259887,0.052941176470588235,0.2005713337442512,0.019344744203688813,-0.0049923076719119094,0.008886013578029692,0.382200938789057,-0.0038297986140764725,0.2481536775070117,0.2466250257922094,-9.973403605201272e-07,0.14809338794834398,-0.02907420317193305,-0.002639942953979478,0.0837321954341832,-0.020488015958305995,0.06959366037548738,0.09075452762993456,1.0
0.5062893081761006,1.0127388535031847,1.0,0.9964285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0410958904109589,0,1,0,0.1951724780727992,0,0.3726708074534161,0.04395604395604396,0.5334502868522119,0.030662009020840368,1.1304347826086956,0.04395604395604396,0.8988075482433264,0.04454033027078197,1.1304347826086956,0.04395604395604396,0.7171779431985206,0.04337782121294653,0.1153846153846154,0.07471264367816093,0.23162723436536914,-0.16077947939879578,-0.0005842863147380098,0.013294034935203591,0.413256839410175,0.0005782227430974271,0.27314281266563845,0.2683964929997821,0.031054903280757436,-0.03203083565414061,-0.02466618181475915,0.0017680784031944214,0.11478809605530114,-0.016079994601132096,0.09458279553411407,0.11252599483750723,1.0
0.31021194605009633,0.9421575772939972,1.0,0.9873912465962676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0136986301369863,0,1,0,0.2585857029197832,0,0.11180124223602483,0.05154639175257732,0.5334502868522119,0.030662009020840368,1.2049689440993792,0.061855670103092786,0.8988075482433264,0.04454033027078197,1.2049689440993792,0.061855670103092786,0.7171779431985206,0.04337782121294653,0.17010309278350516,0.1153846153846154,0.30616139585605273,-0.421649044616187,0.017315339832310817,0.02088438273173695,0.4877910009008586,0.018477848890146253,0.3278612900645282,0.30906846470623656,0.10558906477144103,-0.29290040087153185,-0.006766555667710325,0.009358426199727779,0.18932225754598475,0.0018196315459167304,0.14930127293300385,0.15319796654396173,1.0
0.17731277533039647,0.766119687646191,1.0,1.0569410815173528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410958904109589,0,1,0,0.18326229481852832,0,0.16770186335403728,0.05555555555555555,0.5334502868522119,0.030662009020840368,1.0062111801242235,0.05555555555555555,0.8988075482433264,0.04454033027078197,1.0062111801242235,0.05555555555555555,0.7171779431985206,0.04337782121294653,0.006172839506172839,-0.049689440993788817,0.10740363188089708,-0.3657484234981746,0.011015225284773585,0.024893546534715184,0.2890332369257029,0.01217773434260902,0.16393103678719587,0.14399440832783236,-0.09316869920371462,-0.2369997797535194,-0.013066670215247558,0.013367590002706016,-0.009435506429170905,-0.004480483001620503,-0.014628980344328487,-0.011876089834442494,1.0
0.2093628088426528,0.7941540619806893,1.0,0.9873912465962676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04383561643835617,0,1,0,0.18447623723382045,0,0.484472049689441,0.07608695652173914,0.5334502868522119,0.030662009020840368,1.1428571428571428,0.07608695652173914,0.8988075482433264,0.04454033027078197,1.1428571428571428,0.07608695652173914,0.7171779431985206,0.04337782121294653,0.125,0.052941176470588235,0.2440495946138164,-0.04897823716277083,0.031546626250957166,0.04542494750089877,0.4256791996586222,0.0327091353087926,0.282758197281023,0.2466250257922094,0.04347726352920467,0.07977040658188432,0.007464730750936024,0.0338989909688896,0.1272104563037484,0.01605091796456308,0.10419818014949868,0.09075452762993456,0.9
0.31021194605009633,0.9421575772939972,1.0,0.9873912465962676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052054794520547946,0,1,0,0.190014041828208,0,0.2670807453416149,0.0,0.5334502868522119,0.030662009020840368,0.4658385093167702,0.0,0.8988075482433264,0.04454033027078197,0.4658385093167702,0.0,0.7171779431985206,0.04337782121294653,-0.5341614906832298,-0.5341614906832298,-0.43296903892655625,-0.2663695415105969,-0.04454033027078197,-0.030662009020840368,-0.2513394338817504,-0.04337782121294653,-0.3764032934022068,-0.34047764136160863,-0.633541370011168,-0.13762089776594175,-0.06862222577080311,-0.04218796555284954,-0.5498081772366242,-0.06003603855717605,-0.5549633105337312,-0.4963481395238835,1.0
0.5062893081761006,1.0127388535031847,1.0,0.9964285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547945205479452,0,1,0,0.19181275928755206,0,0.09937888198757763,0.0,0.5334502868522119,0.030662009020840368,0.2670807453416149,0.0,0.8988075482433264,0.04454033027078197,0.2670807453416149,0.0,0.7171779431985206,0.04337782121294653,-0.7329192546583851,-0.7329192546583851,-0.6317268029017116,-0.4340714048646343,-0.04454033027078197,-0.030662009020840368,-0.4500971978569057,-0.04337782121294653,-0.5751610573773621,-0.5392354053367641,-0.8322991339863233,-0.30532276111997897,-0.06862222577080311,-0.04218796555284954,-0.7485659412117796,-0.06003603855717605,-0.7537210745088865,-0.6951059034990388,1.0
0.2093628088426528,0.7941540619806893,1.0,0.9873912465962676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06301369863013699,0,0,1,0.1942034158497422,0,0.4658385093167702,0.059782608695652176,0.5334502868522119,0.030662009020840368,1.1428571428571428,0.059782608695652176,0.8988075482433264,0.04454033027078197,1.0062111801242235,0.059782608695652176,0.7171779431985206,0.04337782121294653,0.125,0.06936416184971098,0.2440495946138164,-0.06761177753544168,0.015242278424870206,0.029120599674811808,0.2890332369257029,0.016404787482705643,0.282758197281023,0.2630480111713321,0.04347726352920467,0.061136866209213485,-0.008839617075150935,0.017594643142802638,-0.009435506429170905,-0.0002534298615238795,0.10419818014949868,0.1071775130090573,1.0
