"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"30-Aug-2011","     4973.25","     5016.25","     4927.55","     5001.00","      181539730","         7051.77"
"02-Sep-2011","     5109.80","     5113.70","     4993.35","     5040.00","      195055967","         7689.70"
"05-Sep-2011","     4998.90","     5030.30","     4964.45","     5017.20","      162898218","         6359.59"
"06-Sep-2011","     4993.35","     5072.90","     4942.90","     5064.30","      183680006","         7278.00"
"07-Sep-2011","     5080.15","     5154.50","     5076.30","     5124.65","      193856202","         6883.16"
"08-Sep-2011","     5139.20","     5169.25","     5098.25","     5153.25","      140855342","         6093.78"
"09-Sep-2011","     5161.30","     5163.75","     5046.80","     5059.45","      158713071","         6482.27"
"12-Sep-2011","     4981.70","     4985.60","     4911.25","     4946.80","      135500219","         5175.51"
"13-Sep-2011","     4977.80","     5030.15","     4911.05","     4940.95","      146005268","         5305.87"
"14-Sep-2011","     4965.05","     5026.15","     4917.40","     5012.55","      154276761","         6416.57"
"15-Sep-2011","     5062.35","     5091.45","     4967.45","     5075.70","      153648925","         5935.88"
"16-Sep-2011","     5123.35","     5143.60","     5068.10","     5084.25","      225187238","         8379.56"
"19-Sep-2011","     5068.40","     5068.40","     5019.25","     5031.95","      115737842","         4042.27"
"20-Sep-2011","     5042.55","     5149.90","     5035.25","     5140.20","      146599496","         5504.69"
"21-Sep-2011","     5153.75","     5168.40","     5109.85","     5133.25","      132918171","         5142.01"
"22-Sep-2011","     5054.45","     5059.85","     4907.75","     4923.65","      147608376","         5675.35"
"23-Sep-2011","     4873.75","     4930.25","     4829.60","     4867.75","      205769423","         7364.65"
"26-Sep-2011","     4878.60","     4879.80","     4758.85","     4835.40","      156079487","         5475.64"
"27-Sep-2011","     4905.15","     4982.95","     4905.15","     4971.25","      151313966","         5284.66"
"28-Sep-2011","     5005.50","     5006.05","     4918.45","     4945.90","      166872414","         6078.49"
"29-Sep-2011","     4924.20","     5034.25","     4906.00","     5015.45","      216156088","         8284.97"
"30-Sep-2011","     4990.15","     5025.55","     4924.30","     4943.25","      201962105","         6764.12"
"03-Oct-2011","     4874.40","     4879.15","     4823.90","     4849.50","      148921569","         5230.17"
"04-Oct-2011","     4823.50","     4869.75","     4728.30","     4772.15","      184413296","         6736.87"
"05-Oct-2011","     4791.30","     4827.80","     4741.00","     4751.30","      179140481","         6385.35"
"07-Oct-2011","     4883.65","     4922.60","     4861.20","     4888.05","      198288782","         6914.62"
"10-Oct-2011","     4886.85","     4991.15","     4882.05","     4979.60","      188839545","         6247.21"
"11-Oct-2011","     5019.90","     5045.10","     4964.00","     4974.35","      182038763","         6386.80"
"12-Oct-2011","     5011.20","     5109.80","     4997.65","     5099.40","      188008562","         7528.09"
"13-Oct-2011","     5130.80","     5136.95","     5067.65","     5077.85","      157302816","         6319.82"
"14-Oct-2011","     5057.35","     5141.40","     5056.60","     5132.30","      157781872","         6140.27"
"17-Oct-2011","     5156.20","     5160.20","     5084.50","     5118.25","      130460983","         5029.13"
"18-Oct-2011","     5049.45","     5057.50","     5011.05","     5037.50","      125550565","         5148.86"
"19-Oct-2011","     5080.45","     5148.05","     5075.30","     5139.15","      117468754","         4776.09"
"20-Oct-2011","     5086.55","     5099.00","     5033.95","     5091.90","      119333986","         4582.47"
"21-Oct-2011","     5106.60","     5120.75","     5037.95","     5049.95","      109893599","         4733.71"
"24-Oct-2011","     5114.70","     5145.65","     5084.75","     5098.35","      126073195","         4927.43"
"25-Oct-2011","     5137.90","     5211.00","     5085.55","     5191.60","      221084588","         9967.24"
"26-Oct-2011","     5214.95","     5219.25","     5196.15","     5201.80","       27496887","         1059.46"
"28-Oct-2011","     5341.90","     5399.70","     5322.80","     5360.70","      246078412","         9151.20"
"31-Oct-2011","     5358.90","     5360.25","     5314.60","     5326.60","      149483502","         5937.99"
"01-Nov-2011","     5278.60","     5310.85","     5238.30","     5257.95","      152491922","         5651.67"
"02-Nov-2011","     5216.75","     5300.10","     5204.95","     5258.45","      144375106","         4918.34"
"03-Nov-2011","     5241.55","     5281.60","     5201.85","     5265.75","      160282802","         5716.17"
"04-Nov-2011","     5325.40","     5326.45","     5256.80","     5284.20","      149015829","         5401.13"
"08-Nov-2011","     5292.25","     5304.25","     5252.00","     5289.35","      120652007","         4159.75"
"09-Nov-2011","     5309.70","     5317.50","     5211.75","     5221.05","      146428609","         6720.83"
"11-Nov-2011","     5159.75","     5198.60","     5142.25","     5168.85","      168514208","         6929.85"
"14-Nov-2011","     5217.35","     5228.90","     5140.55","     5148.35","      134448100","         5263.81"
"15-Nov-2011","     5131.20","     5158.75","     5052.85","     5068.50","      149592578","         5201.21"
"16-Nov-2011","     5059.10","     5065.20","     4989.50","     5030.45","      161406885","         5757.81"
"17-Nov-2011","     5027.10","     5036.80","     4919.45","     4934.75","      149238976","         5277.65"
"18-Nov-2011","     4899.15","     4915.90","     4837.95","     4905.80","      192274363","         6481.17"
"21-Nov-2011","     4873.80","     4873.80","     4764.80","     4778.35","      154119333","         5509.53"
"22-Nov-2011","     4794.85","     4854.00","     4782.55","     4812.35","      174212435","         6275.86"
"23-Nov-2011","     4779.50","     4779.50","     4640.95","     4706.45","      178819371","         6199.31"
"24-Nov-2011","     4707.55","     4771.10","     4639.10","     4756.45","      213363083","         7327.52"
"25-Nov-2011","     4731.30","     4767.30","     4693.10","     4710.05","      162839558","         5812.61"
"28-Nov-2011","     4769.30","     4859.10","     4766.40","     4851.30","      145259101","         4869.41"
"29-Nov-2011","     4864.20","     4866.10","     4787.10","     4805.10","      155570321","         5786.83"
"30-Nov-2011","     4766.15","     4851.55","     4754.80","     4832.05","      282217865","        11393.19"
"01-Dec-2011","     4970.85","     5011.90","     4916.70","     4936.85","      183915785","         6699.33"
"02-Dec-2011","     4940.85","     5062.55","     4918.40","     5050.15","      180190935","         6527.43"
"05-Dec-2011","     5036.50","     5055.40","     5002.55","     5039.15","      137254409","         4689.58"
"07-Dec-2011","     5050.10","     5099.25","     5032.25","     5062.60","      169428273","         6005.21"
"08-Dec-2011","     5037.40","     5049.05","     4921.45","     4943.65","      178853365","         6029.68"
"09-Dec-2011","     4870.75","     4918.35","     4841.75","     4866.70","      173612823","         6040.22"
"12-Dec-2011","     4906.85","     4910.25","     4755.55","     4764.60","      178338170","         5926.00"
"13-Dec-2011","     4733.60","     4824.70","     4728.50","     4800.60","      181043707","         5816.38"
"14-Dec-2011","     4788.70","     4839.55","     4750.40","     4763.25","      176252160","         6324.86"
"15-Dec-2011","     4712.80","     4768.65","     4673.85","     4746.35","      200317864","         6976.68"
"16-Dec-2011","     4752.50","     4818.85","     4628.20","     4651.60","      202060039","         7284.93"
"19-Dec-2011","     4623.15","     4623.15","     4555.90","     4613.10","      176447660","         6302.29"
"20-Dec-2011","     4635.80","     4637.25","     4531.15","     4544.20","      195304596","         6279.01"
"21-Dec-2011","     4636.45","     4707.35","     4601.95","     4693.15","      211310871","         6689.82"
"22-Dec-2011","     4636.90","     4740.60","     4632.95","     4733.85","      170789015","         6017.00"
"23-Dec-2011","     4763.20","     4763.45","     4693.20","     4714.00","      141982548","         4676.75"
